"","X","q","user_id","party","response_1","response_2","response_3","truth","set","network","pair_id","experiment","remove_extreme","pre_influence","post_influence","is_central","task","trial","dataset","group_id","subject","confidence"
"5531",5531,"Unemployment",298,"Dem",-2,-2,-2,-46,"A","decentralized",2,2,"",-2,-2,NA,"Unemployment","A2decentralized2Dem","becker 2019","decentralizedUnemploymentA2decentralized2Dem","298A2decentralized2Dem",NA
"5532",5532,"Unemployment",314,"Dem",-4,-3,-3,-46,"A","decentralized",2,2,"",-4,-3,NA,"Unemployment","A2decentralized2Dem","becker 2019","decentralizedUnemploymentA2decentralized2Dem","314A2decentralized2Dem",NA
"5533",5533,"Military",283,"Dem",20,30,54,15,"A","decentralized",2,2,"",20,54,NA,"Military","A2decentralized2Dem","becker 2019","decentralizedMilitaryA2decentralized2Dem","283A2decentralized2Dem",NA
"5534",5534,"Soldiers",294,"Dem",3000,30000,15000,4486,"A","decentralized",2,2,"",3000,15000,NA,"Soldiers","A2decentralized2Dem","becker 2019","decentralizedSoldiersA2decentralized2Dem","294A2decentralized2Dem",NA
"5535",5535,"Soldiers",304,"Dem",22000,9000,9000,4486,"A","decentralized",2,2,"",22000,9000,NA,"Soldiers","A2decentralized2Dem","becker 2019","decentralizedSoldiersA2decentralized2Dem","304A2decentralized2Dem",NA
"5536",5536,"Unemployment",294,"Dem",-5,-15,-30,-46,"A","decentralized",2,2,"",-5,-30,NA,"Unemployment","A2decentralized2Dem","becker 2019","decentralizedUnemploymentA2decentralized2Dem","294A2decentralized2Dem",NA
"5537",5537,"Soldiers",296,"Dem",400,3600,8700,4486,"A","decentralized",2,2,"",400,8700,NA,"Soldiers","A2decentralized2Dem","becker 2019","decentralizedSoldiersA2decentralized2Dem","296A2decentralized2Dem",NA
"5538",5538,"Unemployment",296,"Dem",-5,-2,-1,-46,"A","decentralized",2,2,"",-5,-1,NA,"Unemployment","A2decentralized2Dem","becker 2019","decentralizedUnemploymentA2decentralized2Dem","296A2decentralized2Dem",NA
"5539",5539,"Military",309,"Dem",60,35,35,15,"A","decentralized",2,2,"",60,35,NA,"Military","A2decentralized2Dem","becker 2019","decentralizedMilitaryA2decentralized2Dem","309A2decentralized2Dem",NA
"5540",5540,"Immigration",308,"Dem",-15,-12,-12,-27.8,"A","decentralized",2,2,"",-15,-12,NA,"Immigration","A2decentralized2Dem","becker 2019","decentralizedImmigrationA2decentralized2Dem","308A2decentralized2Dem",NA
"5541",5541,"Military",311,"Dem",70,40,50,15,"A","decentralized",2,2,"",70,50,NA,"Military","A2decentralized2Dem","becker 2019","decentralizedMilitaryA2decentralized2Dem","311A2decentralized2Dem",NA
"5542",5542,"Immigration",298,"Dem",11,2,35,-27.8,"A","decentralized",2,2,"",11,35,NA,"Immigration","A2decentralized2Dem","becker 2019","decentralizedImmigrationA2decentralized2Dem","298A2decentralized2Dem",NA
"5543",5543,"Soldiers",306,"Dem",2235,2235,2235,4486,"A","decentralized",2,2,"",2235,2235,NA,"Soldiers","A2decentralized2Dem","becker 2019","decentralizedSoldiersA2decentralized2Dem","306A2decentralized2Dem",NA
"5544",5544,"Military",298,"Dem",40,35,50,15,"A","decentralized",2,2,"",40,50,NA,"Military","A2decentralized2Dem","becker 2019","decentralizedMilitaryA2decentralized2Dem","298A2decentralized2Dem",NA
"5545",5545,"Unemployment",305,"Dem",0,1,0,-46,"A","decentralized",2,2,"",0,0,NA,"Unemployment","A2decentralized2Dem","becker 2019","decentralizedUnemploymentA2decentralized2Dem","305A2decentralized2Dem",NA
"5546",5546,"Unemployment",303,"Dem",-3.2,26,-5,-46,"A","decentralized",2,2,"",-3.2,-5,NA,"Unemployment","A2decentralized2Dem","becker 2019","decentralizedUnemploymentA2decentralized2Dem","303A2decentralized2Dem",NA
"5547",5547,"Military",281,"Dem",40,35,37,15,"A","decentralized",2,2,"",40,37,NA,"Military","A2decentralized2Dem","becker 2019","decentralizedMilitaryA2decentralized2Dem","281A2decentralized2Dem",NA
"5548",5548,"Immigration",281,"Dem",-20,-10,-5,-27.8,"A","decentralized",2,2,"",-20,-5,NA,"Immigration","A2decentralized2Dem","becker 2019","decentralizedImmigrationA2decentralized2Dem","281A2decentralized2Dem",NA
"5549",5549,"Military",304,"Dem",65,33,31,15,"A","decentralized",2,2,"",65,31,NA,"Military","A2decentralized2Dem","becker 2019","decentralizedMilitaryA2decentralized2Dem","304A2decentralized2Dem",NA
"5550",5550,"Immigration",294,"Dem",40,10,40,-27.8,"A","decentralized",2,2,"",40,40,NA,"Immigration","A2decentralized2Dem","becker 2019","decentralizedImmigrationA2decentralized2Dem","294A2decentralized2Dem",NA
"5551",5551,"Military",296,"Dem",35,37,47,15,"A","decentralized",2,2,"",35,47,NA,"Military","A2decentralized2Dem","becker 2019","decentralizedMilitaryA2decentralized2Dem","296A2decentralized2Dem",NA
"5552",5552,"Soldiers",298,"Dem",1200,2500,5600,4486,"A","decentralized",2,2,"",1200,5600,NA,"Soldiers","A2decentralized2Dem","becker 2019","decentralizedSoldiersA2decentralized2Dem","298A2decentralized2Dem",NA
"5553",5553,"Unemployment",311,"Dem",-2,-2,-2,-46,"A","decentralized",2,2,"",-2,-2,NA,"Unemployment","A2decentralized2Dem","becker 2019","decentralizedUnemploymentA2decentralized2Dem","311A2decentralized2Dem",NA
"5554",5554,"Immigration",309,"Dem",-30,10,10,-27.8,"A","decentralized",2,2,"",-30,10,NA,"Immigration","A2decentralized2Dem","becker 2019","decentralizedImmigrationA2decentralized2Dem","309A2decentralized2Dem",NA
"5555",5555,"Soldiers",289,"Dem",4000,3000,6000,4486,"A","decentralized",2,2,"",4000,6000,NA,"Soldiers","A2decentralized2Dem","becker 2019","decentralizedSoldiersA2decentralized2Dem","289A2decentralized2Dem",NA
"5556",5556,"Military",297,"Dem",80,60,40,15,"A","decentralized",2,2,"",80,40,NA,"Military","A2decentralized2Dem","becker 2019","decentralizedMilitaryA2decentralized2Dem","297A2decentralized2Dem",NA
"5557",5557,"Immigration",286,"Dem",11,17,11,-27.8,"A","decentralized",2,2,"",11,11,NA,"Immigration","A2decentralized2Dem","becker 2019","decentralizedImmigrationA2decentralized2Dem","286A2decentralized2Dem",NA
"5558",5558,"Unemployment",295,"Dem",-50,-10,-10,-46,"A","decentralized",2,2,"",-50,-10,NA,"Unemployment","A2decentralized2Dem","becker 2019","decentralizedUnemploymentA2decentralized2Dem","295A2decentralized2Dem",NA
"5559",5559,"Unemployment",281,"Dem",7,-8,-7,-46,"A","decentralized",2,2,"",7,-7,NA,"Unemployment","A2decentralized2Dem","becker 2019","decentralizedUnemploymentA2decentralized2Dem","281A2decentralized2Dem",NA
"5560",5560,"Military",289,"Dem",30,32,25,15,"A","decentralized",2,2,"",30,25,NA,"Military","A2decentralized2Dem","becker 2019","decentralizedMilitaryA2decentralized2Dem","289A2decentralized2Dem",NA
"5561",5561,"Immigration",285,"Dem",3,3.2,4.3,-27.8,"A","decentralized",2,2,"",3,4.3,NA,"Immigration","A2decentralized2Dem","becker 2019","decentralizedImmigrationA2decentralized2Dem","285A2decentralized2Dem",NA
"5562",5562,"Military",286,"Dem",34,52,24,15,"A","decentralized",2,2,"",34,24,NA,"Military","A2decentralized2Dem","becker 2019","decentralizedMilitaryA2decentralized2Dem","286A2decentralized2Dem",NA
"5563",5563,"Military",295,"Dem",75,55,60,15,"A","decentralized",2,2,"",75,60,NA,"Military","A2decentralized2Dem","becker 2019","decentralizedMilitaryA2decentralized2Dem","295A2decentralized2Dem",NA
"5564",5564,"Military",294,"Dem",30,30,40,15,"A","decentralized",2,2,"",30,40,NA,"Military","A2decentralized2Dem","becker 2019","decentralizedMilitaryA2decentralized2Dem","294A2decentralized2Dem",NA
"5565",5565,"Soldiers",280,"Dem",6828,6828,6828,4486,"A","decentralized",2,2,"",6828,6828,NA,"Soldiers","A2decentralized2Dem","becker 2019","decentralizedSoldiersA2decentralized2Dem","280A2decentralized2Dem",NA
"5566",5566,"Unemployment",309,"Dem",-50,-15,-10,-46,"A","decentralized",2,2,"",-50,-10,NA,"Unemployment","A2decentralized2Dem","becker 2019","decentralizedUnemploymentA2decentralized2Dem","309A2decentralized2Dem",NA
"5567",5567,"Immigration",301,"Dem",30,11,-5,-27.8,"A","decentralized",2,2,"",30,-5,NA,"Immigration","A2decentralized2Dem","becker 2019","decentralizedImmigrationA2decentralized2Dem","301A2decentralized2Dem",NA
"5568",5568,"Military",293,"Dem",10,25,30,15,"A","decentralized",2,2,"",10,30,NA,"Military","A2decentralized2Dem","becker 2019","decentralizedMilitaryA2decentralized2Dem","293A2decentralized2Dem",NA
"5569",5569,"Unemployment",290,"Dem",-1.2,-5.8,-3.7,-46,"A","decentralized",2,2,"",-1.2,-3.7,NA,"Unemployment","A2decentralized2Dem","becker 2019","decentralizedUnemploymentA2decentralized2Dem","290A2decentralized2Dem",NA
"5570",5570,"Soldiers",293,"Dem",15000,10000,5000,4486,"A","decentralized",2,2,"",15000,5000,NA,"Soldiers","A2decentralized2Dem","becker 2019","decentralizedSoldiersA2decentralized2Dem","293A2decentralized2Dem",NA
"5571",5571,"Unemployment",306,"Dem",-3,-3,-4,-46,"A","decentralized",2,2,"",-3,-4,NA,"Unemployment","A2decentralized2Dem","becker 2019","decentralizedUnemploymentA2decentralized2Dem","306A2decentralized2Dem",NA
"5572",5572,"Soldiers",281,"Dem",1400,6500,6000,4486,"A","decentralized",2,2,"",1400,6000,NA,"Soldiers","A2decentralized2Dem","becker 2019","decentralizedSoldiersA2decentralized2Dem","281A2decentralized2Dem",NA
"5573",5573,"Soldiers",301,"Dem",4412,6828,6828,4486,"A","decentralized",2,2,"",4412,6828,NA,"Soldiers","A2decentralized2Dem","becker 2019","decentralizedSoldiersA2decentralized2Dem","301A2decentralized2Dem",NA
"5574",5574,"Unemployment",286,"Dem",-39,-17,-4,-46,"A","decentralized",2,2,"",-39,-4,NA,"Unemployment","A2decentralized2Dem","becker 2019","decentralizedUnemploymentA2decentralized2Dem","286A2decentralized2Dem",NA
"5575",5575,"Military",310,"Dem",35,52,51,15,"A","decentralized",2,2,"",35,51,NA,"Military","A2decentralized2Dem","becker 2019","decentralizedMilitaryA2decentralized2Dem","310A2decentralized2Dem",NA
"5576",5576,"Soldiers",311,"Dem",300,4500,4500,4486,"A","decentralized",2,2,"",300,4500,NA,"Soldiers","A2decentralized2Dem","becker 2019","decentralizedSoldiersA2decentralized2Dem","311A2decentralized2Dem",NA
"5577",5577,"Military",291,"Dem",20,25,20,15,"A","decentralized",2,2,"",20,20,NA,"Military","A2decentralized2Dem","becker 2019","decentralizedMilitaryA2decentralized2Dem","291A2decentralized2Dem",NA
"5578",5578,"Immigration",310,"Dem",10,15,12,-27.8,"A","decentralized",2,2,"",10,12,NA,"Immigration","A2decentralized2Dem","becker 2019","decentralizedImmigrationA2decentralized2Dem","310A2decentralized2Dem",NA
"5579",5579,"Soldiers",295,"Dem",40000,4500,4500,4486,"A","decentralized",2,2,"",40000,4500,NA,"Soldiers","A2decentralized2Dem","becker 2019","decentralizedSoldiersA2decentralized2Dem","295A2decentralized2Dem",NA
"5580",5580,"Soldiers",292,"Dem",7500,6750,7500,4486,"A","decentralized",2,2,"",7500,7500,NA,"Soldiers","A2decentralized2Dem","becker 2019","decentralizedSoldiersA2decentralized2Dem","292A2decentralized2Dem",NA
"5581",5581,"Soldiers",283,"Dem",NA,5000,5000,4486,"A","decentralized",2,2,"",NA,5000,NA,"Soldiers","A2decentralized2Dem","becker 2019","decentralizedSoldiersA2decentralized2Dem","283A2decentralized2Dem",NA
"5582",5582,"Immigration",306,"Dem",-4,4,-4,-27.8,"A","decentralized",2,2,"",-4,-4,NA,"Immigration","A2decentralized2Dem","becker 2019","decentralizedImmigrationA2decentralized2Dem","306A2decentralized2Dem",NA
"5583",5583,"Unemployment",312,"Dem",-30,-25,-20,-46,"A","decentralized",2,2,"",-30,-20,NA,"Unemployment","A2decentralized2Dem","becker 2019","decentralizedUnemploymentA2decentralized2Dem","312A2decentralized2Dem",NA
"5584",5584,"Immigration",289,"Dem",2,5,3,-27.8,"A","decentralized",2,2,"",2,3,NA,"Immigration","A2decentralized2Dem","becker 2019","decentralizedImmigrationA2decentralized2Dem","289A2decentralized2Dem",NA
"5585",5585,"Unemployment",285,"Dem",1.8,1.8,1.8,-46,"A","decentralized",2,2,"",1.8,1.8,NA,"Unemployment","A2decentralized2Dem","becker 2019","decentralizedUnemploymentA2decentralized2Dem","285A2decentralized2Dem",NA
"5586",5586,"Unemployment",289,"Dem",5,-6,-5,-46,"A","decentralized",2,2,"",5,-5,NA,"Unemployment","A2decentralized2Dem","becker 2019","decentralizedUnemploymentA2decentralized2Dem","289A2decentralized2Dem",NA
"5587",5587,"Military",301,"Dem",50,28,54,15,"A","decentralized",2,2,"",50,54,NA,"Military","A2decentralized2Dem","becker 2019","decentralizedMilitaryA2decentralized2Dem","301A2decentralized2Dem",NA
"5588",5588,"Immigration",296,"Dem",4,2,5,-27.8,"A","decentralized",2,2,"",4,5,NA,"Immigration","A2decentralized2Dem","becker 2019","decentralizedImmigrationA2decentralized2Dem","296A2decentralized2Dem",NA
"5589",5589,"Unemployment",307,"Dem",20,20,15,-46,"A","decentralized",2,2,"",20,15,NA,"Unemployment","A2decentralized2Dem","becker 2019","decentralizedUnemploymentA2decentralized2Dem","307A2decentralized2Dem",NA
"5590",5590,"Soldiers",310,"Dem",5000,12000,5000,4486,"A","decentralized",2,2,"",5000,5000,NA,"Soldiers","A2decentralized2Dem","becker 2019","decentralizedSoldiersA2decentralized2Dem","310A2decentralized2Dem",NA
"5591",5591,"Unemployment",304,"Dem",43,3,1,-46,"A","decentralized",2,2,"",43,1,NA,"Unemployment","A2decentralized2Dem","becker 2019","decentralizedUnemploymentA2decentralized2Dem","304A2decentralized2Dem",NA
"5592",5592,"Immigration",312,"Dem",30,40,40,-27.8,"A","decentralized",2,2,"",30,40,NA,"Immigration","A2decentralized2Dem","becker 2019","decentralizedImmigrationA2decentralized2Dem","312A2decentralized2Dem",NA
"5593",5593,"Military",299,"Dem",75,60,54,15,"A","decentralized",2,2,"",75,54,NA,"Military","A2decentralized2Dem","becker 2019","decentralizedMilitaryA2decentralized2Dem","299A2decentralized2Dem",NA
"5594",5594,"Immigration",299,"Dem",10,10,5,-27.8,"A","decentralized",2,2,"",10,5,NA,"Immigration","A2decentralized2Dem","becker 2019","decentralizedImmigrationA2decentralized2Dem","299A2decentralized2Dem",NA
"5595",5595,"Unemployment",293,"Dem",-5,-5,-3,-46,"A","decentralized",2,2,"",-5,-3,NA,"Unemployment","A2decentralized2Dem","becker 2019","decentralizedUnemploymentA2decentralized2Dem","293A2decentralized2Dem",NA
"5596",5596,"Unemployment",299,"Dem",20,-10,-5,-46,"A","decentralized",2,2,"",20,-5,NA,"Unemployment","A2decentralized2Dem","becker 2019","decentralizedUnemploymentA2decentralized2Dem","299A2decentralized2Dem",NA
"5597",5597,"Soldiers",286,"Dem",4000,40000,4000,4486,"A","decentralized",2,2,"",4000,4000,NA,"Soldiers","A2decentralized2Dem","becker 2019","decentralizedSoldiersA2decentralized2Dem","286A2decentralized2Dem",NA
"5598",5598,"Immigration",283,"Dem",5,100,100,-27.8,"A","decentralized",2,2,"",5,100,NA,"Immigration","A2decentralized2Dem","becker 2019","decentralizedImmigrationA2decentralized2Dem","283A2decentralized2Dem",NA
"5599",5599,"Immigration",293,"Dem",10,15,5,-27.8,"A","decentralized",2,2,"",10,5,NA,"Immigration","A2decentralized2Dem","becker 2019","decentralizedImmigrationA2decentralized2Dem","293A2decentralized2Dem",NA
"5600",5600,"Immigration",291,"Dem",2,2,2,-27.8,"A","decentralized",2,2,"",2,2,NA,"Immigration","A2decentralized2Dem","becker 2019","decentralizedImmigrationA2decentralized2Dem","291A2decentralized2Dem",NA
"5601",5601,"Soldiers",312,"Dem",2500,3500,4500,4486,"A","decentralized",2,2,"",2500,4500,NA,"Soldiers","A2decentralized2Dem","becker 2019","decentralizedSoldiersA2decentralized2Dem","312A2decentralized2Dem",NA
"5602",5602,"Soldiers",282,"Dem",5000,5000,5000,4486,"A","decentralized",2,2,"",5000,5000,NA,"Soldiers","A2decentralized2Dem","becker 2019","decentralizedSoldiersA2decentralized2Dem","282A2decentralized2Dem",NA
"5603",5603,"Soldiers",299,"Dem",6800,68000,4800,4486,"A","decentralized",2,2,"",6800,4800,NA,"Soldiers","A2decentralized2Dem","becker 2019","decentralizedSoldiersA2decentralized2Dem","299A2decentralized2Dem",NA
"5604",5604,"Soldiers",285,"Dem",375,355,421,4486,"A","decentralized",2,2,"",375,421,NA,"Soldiers","A2decentralized2Dem","becker 2019","decentralizedSoldiersA2decentralized2Dem","285A2decentralized2Dem",NA
"5605",5605,"Soldiers",291,"Dem",500,500,4500,4486,"A","decentralized",2,2,"",500,4500,NA,"Soldiers","A2decentralized2Dem","becker 2019","decentralizedSoldiersA2decentralized2Dem","291A2decentralized2Dem",NA
"5606",5606,"Military",312,"Dem",60,60,40,15,"A","decentralized",2,2,"",60,40,NA,"Military","A2decentralized2Dem","becker 2019","decentralizedMilitaryA2decentralized2Dem","312A2decentralized2Dem",NA
"5607",5607,"Military",306,"Dem",53,53,53,15,"A","decentralized",2,2,"",53,53,NA,"Military","A2decentralized2Dem","becker 2019","decentralizedMilitaryA2decentralized2Dem","306A2decentralized2Dem",NA
"5608",5608,"Military",285,"Dem",27,27,27,15,"A","decentralized",2,2,"",27,27,NA,"Military","A2decentralized2Dem","becker 2019","decentralizedMilitaryA2decentralized2Dem","285A2decentralized2Dem",NA
"5609",5609,"Unemployment",291,"Dem",5,-5,-4,-46,"A","decentralized",2,2,"",5,-4,NA,"Unemployment","A2decentralized2Dem","becker 2019","decentralizedUnemploymentA2decentralized2Dem","291A2decentralized2Dem",NA
"5610",5610,"Military",323,"Repub",3,4,24,15,"C","decentralized",1,2,"",3,24,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","323C1decentralized2Repub",NA
"5611",5611,"Immigration",347,"Repub",50,50,50,-27.8,"C","decentralized",1,2,"",50,50,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","347C1decentralized2Repub",NA
"5612",5612,"Immigration",344,"Repub",12,13,11,-27.8,"C","decentralized",1,2,"",12,11,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","344C1decentralized2Repub",NA
"5613",5613,"Immigration",319,"Repub",NA,30,29.33,-27.8,"C","decentralized",1,2,"",NA,29.33,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","319C1decentralized2Repub",NA
"5614",5614,"Unemployment",319,"Repub",28,20,-12,-46,"C","decentralized",1,2,"",28,-12,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","319C1decentralized2Repub",NA
"5615",5615,"Unemployment",347,"Repub",20,10,8,-46,"C","decentralized",1,2,"",20,8,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","347C1decentralized2Repub",NA
"5616",5616,"Soldiers",323,"Repub",3800,4500,NA,4486,"C","decentralized",1,2,"",3800,NA,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","323C1decentralized2Repub",NA
"5617",5617,"Military",347,"Repub",21,54,50,15,"C","decentralized",1,2,"",21,50,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","347C1decentralized2Repub",NA
"5618",5618,"Unemployment",333,"Repub",NA,5,5,-46,"C","decentralized",1,2,"",NA,5,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","333C1decentralized2Repub",NA
"5619",5619,"Military",335,"Repub",22,22,22,15,"C","decentralized",1,2,"",22,22,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","335C1decentralized2Repub",NA
"5620",5620,"Unemployment",334,"Repub",-35,-22,NA,-46,"C","decentralized",1,2,"",-35,NA,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","334C1decentralized2Repub",NA
"5621",5621,"Military",319,"Repub",48,16,16,15,"C","decentralized",1,2,"",48,16,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","319C1decentralized2Repub",NA
"5622",5622,"Military",341,"Repub",10,15,11,15,"C","decentralized",1,2,"",10,11,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","341C1decentralized2Repub",NA
"5623",5623,"Unemployment",322,"Repub",-3,3,-2,-46,"C","decentralized",1,2,"",-3,-2,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","322C1decentralized2Repub",NA
"5624",5624,"Soldiers",315,"Repub",6900,5000,4400,4486,"C","decentralized",1,2,"",6900,4400,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","315C1decentralized2Repub",NA
"5625",5625,"Military",344,"Repub",7,6,4,15,"C","decentralized",1,2,"",7,4,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","344C1decentralized2Repub",NA
"5626",5626,"Soldiers",320,"Repub",200,2500,5000,4486,"C","decentralized",1,2,"",200,5000,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","320C1decentralized2Repub",NA
"5627",5627,"Immigration",338,"Repub",20000,40,500,-27.8,"C","decentralized",1,2,"1",20000,500,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","338C1decentralized2Repub",NA
"5628",5628,"Soldiers",345,"Repub",1450,1900,1320,4486,"C","decentralized",1,2,"",1450,1320,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","345C1decentralized2Repub",NA
"5629",5629,"Soldiers",338,"Repub",300,600,2000,4486,"C","decentralized",1,2,"",300,2000,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","338C1decentralized2Repub",NA
"5630",5630,"Soldiers",337,"Repub",6500,3500,3300,4486,"C","decentralized",1,2,"",6500,3300,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","337C1decentralized2Repub",NA
"5631",5631,"Soldiers",324,"Repub",NA,3500,4500,4486,"C","decentralized",1,2,"",NA,4500,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","324C1decentralized2Repub",NA
"5632",5632,"Immigration",331,"Repub",22,5,-5,-27.8,"C","decentralized",1,2,"",22,-5,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","331C1decentralized2Repub",NA
"5633",5633,"Soldiers",335,"Repub",8500,7856,6247,4486,"C","decentralized",1,2,"",8500,6247,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","335C1decentralized2Repub",NA
"5634",5634,"Immigration",323,"Repub",20,-5,-20,-27.8,"C","decentralized",1,2,"",20,-20,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","323C1decentralized2Repub",NA
"5635",5635,"Unemployment",336,"Repub",-20,1.5,-1.5,-46,"C","decentralized",1,2,"",-20,-1.5,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","336C1decentralized2Repub",NA
"5636",5636,"Soldiers",348,"Repub",1000,4424,4450,4486,"C","decentralized",1,2,"",1000,4450,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","348C1decentralized2Repub",NA
"5637",5637,"Unemployment",344,"Repub",1.4,2,2,-46,"C","decentralized",1,2,"",1.4,2,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","344C1decentralized2Repub",NA
"5638",5638,"Immigration",322,"Repub",25,12,14,-27.8,"C","decentralized",1,2,"",25,14,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","322C1decentralized2Repub",NA
"5639",5639,"Soldiers",344,"Repub",5000,6000,5500,4486,"C","decentralized",1,2,"",5000,5500,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","344C1decentralized2Repub",NA
"5640",5640,"Military",345,"Repub",8,9,9,15,"C","decentralized",1,2,"",8,9,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","345C1decentralized2Repub",NA
"5641",5641,"Military",333,"Repub",25,25,25,15,"C","decentralized",1,2,"",25,25,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","333C1decentralized2Repub",NA
"5642",5642,"Military",338,"Repub",20,10,20,15,"C","decentralized",1,2,"",20,20,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","338C1decentralized2Repub",NA
"5643",5643,"Immigration",341,"Repub",10,15,10,-27.8,"C","decentralized",1,2,"",10,10,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","341C1decentralized2Repub",NA
"5644",5644,"Unemployment",331,"Repub",-7,-4.8,-4.8,-46,"C","decentralized",1,2,"",-7,-4.8,NA,"Unemployment","C1decentralized2Repub","becker 2019","decentralizedUnemploymentC1decentralized2Repub","331C1decentralized2Repub",NA
"5645",5645,"Soldiers",332,"Repub",15000,15000,15000,4486,"C","decentralized",1,2,"",15000,15000,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","332C1decentralized2Repub",NA
"5646",5646,"Soldiers",341,"Repub",2500,3000,3500,4486,"C","decentralized",1,2,"",2500,3500,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","341C1decentralized2Repub",NA
"5647",5647,"Soldiers",347,"Repub",100,1500,1500,4486,"C","decentralized",1,2,"",100,1500,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","347C1decentralized2Repub",NA
"5648",5648,"Immigration",334,"Repub",75,50,45,-27.8,"C","decentralized",1,2,"",75,45,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","334C1decentralized2Repub",NA
"5649",5649,"Military",334,"Repub",18,22,22,15,"C","decentralized",1,2,"",18,22,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","334C1decentralized2Repub",NA
"5650",5650,"Soldiers",334,"Repub",6000,1500,1750,4486,"C","decentralized",1,2,"",6000,1750,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","334C1decentralized2Repub",NA
"5651",5651,"Military",349,"Repub",60,60,30,15,"C","decentralized",1,2,"",60,30,NA,"Military","C1decentralized2Repub","becker 2019","decentralizedMilitaryC1decentralized2Repub","349C1decentralized2Repub",NA
"5652",5652,"Soldiers",349,"Repub",2000,4000,3000,4486,"C","decentralized",1,2,"",2000,3000,NA,"Soldiers","C1decentralized2Repub","becker 2019","decentralizedSoldiersC1decentralized2Repub","349C1decentralized2Repub",NA
"5653",5653,"Immigration",333,"Repub",40,30,25,-27.8,"C","decentralized",1,2,"",40,25,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","333C1decentralized2Repub",NA
"5654",5654,"Immigration",345,"Repub",2,6,9,-27.8,"C","decentralized",1,2,"",2,9,NA,"Immigration","C1decentralized2Repub","becker 2019","decentralizedImmigrationC1decentralized2Repub","345C1decentralized2Repub",NA
