"","X","q","user_id","party","response_1","response_2","response_3","truth","set","network","pair_id","experiment","remove_extreme","pre_influence","post_influence","task","trial","dataset"
"5505",5505,"Immigration",282,"Dem",60,-3,3,-27.8,"A","decentralized",2,2,"",60,3,"Immigration","A2decentralized2Dem","becker 2019"
"5506",5506,"Unemployment",288,"Dem",20,15,-10,-46,"A","decentralized",2,2,"",20,-10,"Unemployment","A2decentralized2Dem","becker 2019"
"5507",5507,"Immigration",314,"Dem",3,2,3,-27.8,"A","decentralized",2,2,"",3,3,"Immigration","A2decentralized2Dem","becker 2019"
"5508",5508,"Immigration",290,"Dem",10,10,7,-27.8,"A","decentralized",2,2,"",10,7,"Immigration","A2decentralized2Dem","becker 2019"
"5509",5509,"Unemployment",287,"Dem",8,-8,-5.8,-46,"A","decentralized",2,2,"",8,-5.8,"Unemployment","A2decentralized2Dem","becker 2019"
"5510",5510,"Unemployment",284,"Dem",15,7,7,-46,"A","decentralized",2,2,"",15,7,"Unemployment","A2decentralized2Dem","becker 2019"
"5511",5511,"Unemployment",313,"Dem",-3,-3,-3,-46,"A","decentralized",2,2,"",-3,-3,"Unemployment","A2decentralized2Dem","becker 2019"
"5512",5512,"Immigration",292,"Dem",15,10,11,-27.8,"A","decentralized",2,2,"",15,11,"Immigration","A2decentralized2Dem","becker 2019"
"5513",5513,"Soldiers",307,"Dem",8000,6000,5000,4486,"A","decentralized",2,2,"",8000,5000,"Soldiers","A2decentralized2Dem","becker 2019"
"5514",5514,"Unemployment",310,"Dem",2,-2,-3,-46,"A","decentralized",2,2,"",2,-3,"Unemployment","A2decentralized2Dem","becker 2019"
"5515",5515,"Military",280,"Dem",56,17,17,15,"A","decentralized",2,2,"",56,17,"Military","A2decentralized2Dem","becker 2019"
"5516",5516,"Unemployment",280,"Dem",-12,4.4,-4.4,-46,"A","decentralized",2,2,"",-12,-4.4,"Unemployment","A2decentralized2Dem","becker 2019"
"5517",5517,"Immigration",311,"Dem",10,-8,-2,-27.8,"A","decentralized",2,2,"",10,-2,"Immigration","A2decentralized2Dem","becker 2019"
"5518",5518,"Immigration",295,"Dem",55,30,15,-27.8,"A","decentralized",2,2,"",55,15,"Immigration","A2decentralized2Dem","becker 2019"
"5519",5519,"Immigration",287,"Dem",50,20,10,-27.8,"A","decentralized",2,2,"",50,10,"Immigration","A2decentralized2Dem","becker 2019"
"5520",5520,"Unemployment",297,"Dem",1,-1,-2,-46,"A","decentralized",2,2,"",1,-2,"Unemployment","A2decentralized2Dem","becker 2019"
"5521",5521,"Immigration",305,"Dem",2,5,5,-27.8,"A","decentralized",2,2,"",2,5,"Immigration","A2decentralized2Dem","becker 2019"
"5522",5522,"Immigration",313,"Dem",2,2,2,-27.8,"A","decentralized",2,2,"",2,2,"Immigration","A2decentralized2Dem","becker 2019"
"5523",5523,"Military",307,"Dem",20,35,25,15,"A","decentralized",2,2,"",20,25,"Military","A2decentralized2Dem","becker 2019"
"5524",5524,"Unemployment",283,"Dem",-20,-15,-10,-46,"A","decentralized",2,2,"",-20,-10,"Unemployment","A2decentralized2Dem","becker 2019"
"5525",5525,"Soldiers",309,"Dem",50000,10000,15000,4486,"A","decentralized",2,2,"",50000,15000,"Soldiers","A2decentralized2Dem","becker 2019"
"5526",5526,"Soldiers",287,"Dem",116000,4400,4400,4486,"A","decentralized",2,2,"",116000,4400,"Soldiers","A2decentralized2Dem","becker 2019"
"5527",5527,"Military",287,"Dem",60,54,54,15,"A","decentralized",2,2,"",60,54,"Military","A2decentralized2Dem","becker 2019"
"5528",5528,"Military",314,"Dem",8,10,10,15,"A","decentralized",2,2,"",8,10,"Military","A2decentralized2Dem","becker 2019"
"5529",5529,"Immigration",303,"Dem",6,-22,-22,-27.8,"A","decentralized",2,2,"",6,-22,"Immigration","A2decentralized2Dem","becker 2019"
"5530",5530,"Immigration",297,"Dem",0,2,2,-27.8,"A","decentralized",2,2,"",0,2,"Immigration","A2decentralized2Dem","becker 2019"
"5531",5531,"Unemployment",298,"Dem",-2,-2,-2,-46,"A","decentralized",2,2,"",-2,-2,"Unemployment","A2decentralized2Dem","becker 2019"
"5532",5532,"Unemployment",314,"Dem",-4,-3,-3,-46,"A","decentralized",2,2,"",-4,-3,"Unemployment","A2decentralized2Dem","becker 2019"
"5533",5533,"Military",283,"Dem",20,30,54,15,"A","decentralized",2,2,"",20,54,"Military","A2decentralized2Dem","becker 2019"
"5534",5534,"Soldiers",294,"Dem",3000,30000,15000,4486,"A","decentralized",2,2,"",3000,15000,"Soldiers","A2decentralized2Dem","becker 2019"
"5535",5535,"Soldiers",304,"Dem",22000,9000,9000,4486,"A","decentralized",2,2,"",22000,9000,"Soldiers","A2decentralized2Dem","becker 2019"
"5536",5536,"Unemployment",294,"Dem",-5,-15,-30,-46,"A","decentralized",2,2,"",-5,-30,"Unemployment","A2decentralized2Dem","becker 2019"
"5537",5537,"Soldiers",296,"Dem",400,3600,8700,4486,"A","decentralized",2,2,"",400,8700,"Soldiers","A2decentralized2Dem","becker 2019"
"5538",5538,"Unemployment",296,"Dem",-5,-2,-1,-46,"A","decentralized",2,2,"",-5,-1,"Unemployment","A2decentralized2Dem","becker 2019"
"5539",5539,"Military",309,"Dem",60,35,35,15,"A","decentralized",2,2,"",60,35,"Military","A2decentralized2Dem","becker 2019"
"5540",5540,"Immigration",308,"Dem",-15,-12,-12,-27.8,"A","decentralized",2,2,"",-15,-12,"Immigration","A2decentralized2Dem","becker 2019"
"5541",5541,"Military",311,"Dem",70,40,50,15,"A","decentralized",2,2,"",70,50,"Military","A2decentralized2Dem","becker 2019"
"5542",5542,"Immigration",298,"Dem",11,2,35,-27.8,"A","decentralized",2,2,"",11,35,"Immigration","A2decentralized2Dem","becker 2019"
"5543",5543,"Soldiers",306,"Dem",2235,2235,2235,4486,"A","decentralized",2,2,"",2235,2235,"Soldiers","A2decentralized2Dem","becker 2019"
"5544",5544,"Military",298,"Dem",40,35,50,15,"A","decentralized",2,2,"",40,50,"Military","A2decentralized2Dem","becker 2019"
"5545",5545,"Unemployment",305,"Dem",0,1,0,-46,"A","decentralized",2,2,"",0,0,"Unemployment","A2decentralized2Dem","becker 2019"
"5546",5546,"Unemployment",303,"Dem",-3.2,26,-5,-46,"A","decentralized",2,2,"",-3.2,-5,"Unemployment","A2decentralized2Dem","becker 2019"
"5547",5547,"Military",281,"Dem",40,35,37,15,"A","decentralized",2,2,"",40,37,"Military","A2decentralized2Dem","becker 2019"
"5548",5548,"Immigration",281,"Dem",-20,-10,-5,-27.8,"A","decentralized",2,2,"",-20,-5,"Immigration","A2decentralized2Dem","becker 2019"
"5549",5549,"Military",304,"Dem",65,33,31,15,"A","decentralized",2,2,"",65,31,"Military","A2decentralized2Dem","becker 2019"
"5550",5550,"Immigration",294,"Dem",40,10,40,-27.8,"A","decentralized",2,2,"",40,40,"Immigration","A2decentralized2Dem","becker 2019"
"5551",5551,"Military",296,"Dem",35,37,47,15,"A","decentralized",2,2,"",35,47,"Military","A2decentralized2Dem","becker 2019"
"5552",5552,"Soldiers",298,"Dem",1200,2500,5600,4486,"A","decentralized",2,2,"",1200,5600,"Soldiers","A2decentralized2Dem","becker 2019"
"5553",5553,"Unemployment",311,"Dem",-2,-2,-2,-46,"A","decentralized",2,2,"",-2,-2,"Unemployment","A2decentralized2Dem","becker 2019"
"5554",5554,"Immigration",309,"Dem",-30,10,10,-27.8,"A","decentralized",2,2,"",-30,10,"Immigration","A2decentralized2Dem","becker 2019"
"5555",5555,"Soldiers",289,"Dem",4000,3000,6000,4486,"A","decentralized",2,2,"",4000,6000,"Soldiers","A2decentralized2Dem","becker 2019"
"5556",5556,"Military",297,"Dem",80,60,40,15,"A","decentralized",2,2,"",80,40,"Military","A2decentralized2Dem","becker 2019"
"5557",5557,"Immigration",286,"Dem",11,17,11,-27.8,"A","decentralized",2,2,"",11,11,"Immigration","A2decentralized2Dem","becker 2019"
"5558",5558,"Unemployment",295,"Dem",-50,-10,-10,-46,"A","decentralized",2,2,"",-50,-10,"Unemployment","A2decentralized2Dem","becker 2019"
"5559",5559,"Unemployment",281,"Dem",7,-8,-7,-46,"A","decentralized",2,2,"",7,-7,"Unemployment","A2decentralized2Dem","becker 2019"
"5560",5560,"Military",289,"Dem",30,32,25,15,"A","decentralized",2,2,"",30,25,"Military","A2decentralized2Dem","becker 2019"
"5561",5561,"Immigration",285,"Dem",3,3.2,4.3,-27.8,"A","decentralized",2,2,"",3,4.3,"Immigration","A2decentralized2Dem","becker 2019"
"5562",5562,"Military",286,"Dem",34,52,24,15,"A","decentralized",2,2,"",34,24,"Military","A2decentralized2Dem","becker 2019"
"5563",5563,"Military",295,"Dem",75,55,60,15,"A","decentralized",2,2,"",75,60,"Military","A2decentralized2Dem","becker 2019"
"5564",5564,"Military",294,"Dem",30,30,40,15,"A","decentralized",2,2,"",30,40,"Military","A2decentralized2Dem","becker 2019"
"5565",5565,"Soldiers",280,"Dem",6828,6828,6828,4486,"A","decentralized",2,2,"",6828,6828,"Soldiers","A2decentralized2Dem","becker 2019"
"5566",5566,"Unemployment",309,"Dem",-50,-15,-10,-46,"A","decentralized",2,2,"",-50,-10,"Unemployment","A2decentralized2Dem","becker 2019"
"5567",5567,"Immigration",301,"Dem",30,11,-5,-27.8,"A","decentralized",2,2,"",30,-5,"Immigration","A2decentralized2Dem","becker 2019"
"5568",5568,"Military",293,"Dem",10,25,30,15,"A","decentralized",2,2,"",10,30,"Military","A2decentralized2Dem","becker 2019"
"5569",5569,"Unemployment",290,"Dem",-1.2,-5.8,-3.7,-46,"A","decentralized",2,2,"",-1.2,-3.7,"Unemployment","A2decentralized2Dem","becker 2019"
"5570",5570,"Soldiers",293,"Dem",15000,10000,5000,4486,"A","decentralized",2,2,"",15000,5000,"Soldiers","A2decentralized2Dem","becker 2019"
"5571",5571,"Unemployment",306,"Dem",-3,-3,-4,-46,"A","decentralized",2,2,"",-3,-4,"Unemployment","A2decentralized2Dem","becker 2019"
"5572",5572,"Soldiers",281,"Dem",1400,6500,6000,4486,"A","decentralized",2,2,"",1400,6000,"Soldiers","A2decentralized2Dem","becker 2019"
"5573",5573,"Soldiers",301,"Dem",4412,6828,6828,4486,"A","decentralized",2,2,"",4412,6828,"Soldiers","A2decentralized2Dem","becker 2019"
"5574",5574,"Unemployment",286,"Dem",-39,-17,-4,-46,"A","decentralized",2,2,"",-39,-4,"Unemployment","A2decentralized2Dem","becker 2019"
"5575",5575,"Military",310,"Dem",35,52,51,15,"A","decentralized",2,2,"",35,51,"Military","A2decentralized2Dem","becker 2019"
"5576",5576,"Soldiers",311,"Dem",300,4500,4500,4486,"A","decentralized",2,2,"",300,4500,"Soldiers","A2decentralized2Dem","becker 2019"
"5577",5577,"Military",291,"Dem",20,25,20,15,"A","decentralized",2,2,"",20,20,"Military","A2decentralized2Dem","becker 2019"
"5578",5578,"Immigration",310,"Dem",10,15,12,-27.8,"A","decentralized",2,2,"",10,12,"Immigration","A2decentralized2Dem","becker 2019"
"5579",5579,"Soldiers",295,"Dem",40000,4500,4500,4486,"A","decentralized",2,2,"",40000,4500,"Soldiers","A2decentralized2Dem","becker 2019"
"5580",5580,"Soldiers",292,"Dem",7500,6750,7500,4486,"A","decentralized",2,2,"",7500,7500,"Soldiers","A2decentralized2Dem","becker 2019"
"5581",5581,"Soldiers",283,"Dem",NA,5000,5000,4486,"A","decentralized",2,2,"",NA,5000,"Soldiers","A2decentralized2Dem","becker 2019"
"5582",5582,"Immigration",306,"Dem",-4,4,-4,-27.8,"A","decentralized",2,2,"",-4,-4,"Immigration","A2decentralized2Dem","becker 2019"
"5583",5583,"Unemployment",312,"Dem",-30,-25,-20,-46,"A","decentralized",2,2,"",-30,-20,"Unemployment","A2decentralized2Dem","becker 2019"
"5584",5584,"Immigration",289,"Dem",2,5,3,-27.8,"A","decentralized",2,2,"",2,3,"Immigration","A2decentralized2Dem","becker 2019"
"5585",5585,"Unemployment",285,"Dem",1.8,1.8,1.8,-46,"A","decentralized",2,2,"",1.8,1.8,"Unemployment","A2decentralized2Dem","becker 2019"
"5586",5586,"Unemployment",289,"Dem",5,-6,-5,-46,"A","decentralized",2,2,"",5,-5,"Unemployment","A2decentralized2Dem","becker 2019"
"5587",5587,"Military",301,"Dem",50,28,54,15,"A","decentralized",2,2,"",50,54,"Military","A2decentralized2Dem","becker 2019"
"5588",5588,"Immigration",296,"Dem",4,2,5,-27.8,"A","decentralized",2,2,"",4,5,"Immigration","A2decentralized2Dem","becker 2019"
"5589",5589,"Unemployment",307,"Dem",20,20,15,-46,"A","decentralized",2,2,"",20,15,"Unemployment","A2decentralized2Dem","becker 2019"
"5590",5590,"Soldiers",310,"Dem",5000,12000,5000,4486,"A","decentralized",2,2,"",5000,5000,"Soldiers","A2decentralized2Dem","becker 2019"
"5591",5591,"Unemployment",304,"Dem",43,3,1,-46,"A","decentralized",2,2,"",43,1,"Unemployment","A2decentralized2Dem","becker 2019"
"5592",5592,"Immigration",312,"Dem",30,40,40,-27.8,"A","decentralized",2,2,"",30,40,"Immigration","A2decentralized2Dem","becker 2019"
"5593",5593,"Military",299,"Dem",75,60,54,15,"A","decentralized",2,2,"",75,54,"Military","A2decentralized2Dem","becker 2019"
"5594",5594,"Immigration",299,"Dem",10,10,5,-27.8,"A","decentralized",2,2,"",10,5,"Immigration","A2decentralized2Dem","becker 2019"
"5595",5595,"Unemployment",293,"Dem",-5,-5,-3,-46,"A","decentralized",2,2,"",-5,-3,"Unemployment","A2decentralized2Dem","becker 2019"
"5596",5596,"Unemployment",299,"Dem",20,-10,-5,-46,"A","decentralized",2,2,"",20,-5,"Unemployment","A2decentralized2Dem","becker 2019"
"5597",5597,"Soldiers",286,"Dem",4000,40000,4000,4486,"A","decentralized",2,2,"",4000,4000,"Soldiers","A2decentralized2Dem","becker 2019"
"5598",5598,"Immigration",283,"Dem",5,100,100,-27.8,"A","decentralized",2,2,"",5,100,"Immigration","A2decentralized2Dem","becker 2019"
"5599",5599,"Immigration",293,"Dem",10,15,5,-27.8,"A","decentralized",2,2,"",10,5,"Immigration","A2decentralized2Dem","becker 2019"
"5600",5600,"Immigration",291,"Dem",2,2,2,-27.8,"A","decentralized",2,2,"",2,2,"Immigration","A2decentralized2Dem","becker 2019"
"5601",5601,"Soldiers",312,"Dem",2500,3500,4500,4486,"A","decentralized",2,2,"",2500,4500,"Soldiers","A2decentralized2Dem","becker 2019"
"5602",5602,"Soldiers",282,"Dem",5000,5000,5000,4486,"A","decentralized",2,2,"",5000,5000,"Soldiers","A2decentralized2Dem","becker 2019"
"5603",5603,"Soldiers",299,"Dem",6800,68000,4800,4486,"A","decentralized",2,2,"",6800,4800,"Soldiers","A2decentralized2Dem","becker 2019"
"5604",5604,"Soldiers",285,"Dem",375,355,421,4486,"A","decentralized",2,2,"",375,421,"Soldiers","A2decentralized2Dem","becker 2019"
"5605",5605,"Soldiers",291,"Dem",500,500,4500,4486,"A","decentralized",2,2,"",500,4500,"Soldiers","A2decentralized2Dem","becker 2019"
"5606",5606,"Military",312,"Dem",60,60,40,15,"A","decentralized",2,2,"",60,40,"Military","A2decentralized2Dem","becker 2019"
"5607",5607,"Military",306,"Dem",53,53,53,15,"A","decentralized",2,2,"",53,53,"Military","A2decentralized2Dem","becker 2019"
"5608",5608,"Military",285,"Dem",27,27,27,15,"A","decentralized",2,2,"",27,27,"Military","A2decentralized2Dem","becker 2019"
"5609",5609,"Unemployment",291,"Dem",5,-5,-4,-46,"A","decentralized",2,2,"",5,-4,"Unemployment","A2decentralized2Dem","becker 2019"
"5610",5610,"Military",323,"Repub",3,4,24,15,"C","decentralized",1,2,"",3,24,"Military","C1decentralized2Repub","becker 2019"
"5611",5611,"Immigration",347,"Repub",50,50,50,-27.8,"C","decentralized",1,2,"",50,50,"Immigration","C1decentralized2Repub","becker 2019"
"5612",5612,"Immigration",344,"Repub",12,13,11,-27.8,"C","decentralized",1,2,"",12,11,"Immigration","C1decentralized2Repub","becker 2019"
"5613",5613,"Immigration",319,"Repub",NA,30,29.33,-27.8,"C","decentralized",1,2,"",NA,29.33,"Immigration","C1decentralized2Repub","becker 2019"
"5614",5614,"Unemployment",319,"Repub",28,20,-12,-46,"C","decentralized",1,2,"",28,-12,"Unemployment","C1decentralized2Repub","becker 2019"
"5615",5615,"Unemployment",347,"Repub",20,10,8,-46,"C","decentralized",1,2,"",20,8,"Unemployment","C1decentralized2Repub","becker 2019"
"5616",5616,"Soldiers",323,"Repub",3800,4500,NA,4486,"C","decentralized",1,2,"",3800,NA,"Soldiers","C1decentralized2Repub","becker 2019"
"5617",5617,"Military",347,"Repub",21,54,50,15,"C","decentralized",1,2,"",21,50,"Military","C1decentralized2Repub","becker 2019"
"5618",5618,"Unemployment",333,"Repub",NA,5,5,-46,"C","decentralized",1,2,"",NA,5,"Unemployment","C1decentralized2Repub","becker 2019"
"5619",5619,"Military",335,"Repub",22,22,22,15,"C","decentralized",1,2,"",22,22,"Military","C1decentralized2Repub","becker 2019"
"5620",5620,"Unemployment",334,"Repub",-35,-22,NA,-46,"C","decentralized",1,2,"",-35,NA,"Unemployment","C1decentralized2Repub","becker 2019"
"5621",5621,"Military",319,"Repub",48,16,16,15,"C","decentralized",1,2,"",48,16,"Military","C1decentralized2Repub","becker 2019"
"5622",5622,"Military",341,"Repub",10,15,11,15,"C","decentralized",1,2,"",10,11,"Military","C1decentralized2Repub","becker 2019"
"5623",5623,"Unemployment",322,"Repub",-3,3,-2,-46,"C","decentralized",1,2,"",-3,-2,"Unemployment","C1decentralized2Repub","becker 2019"
"5624",5624,"Soldiers",315,"Repub",6900,5000,4400,4486,"C","decentralized",1,2,"",6900,4400,"Soldiers","C1decentralized2Repub","becker 2019"
"5625",5625,"Military",344,"Repub",7,6,4,15,"C","decentralized",1,2,"",7,4,"Military","C1decentralized2Repub","becker 2019"
"5626",5626,"Soldiers",320,"Repub",200,2500,5000,4486,"C","decentralized",1,2,"",200,5000,"Soldiers","C1decentralized2Repub","becker 2019"
"5627",5627,"Immigration",338,"Repub",20000,40,500,-27.8,"C","decentralized",1,2,"1",20000,500,"Immigration","C1decentralized2Repub","becker 2019"
"5628",5628,"Soldiers",345,"Repub",1450,1900,1320,4486,"C","decentralized",1,2,"",1450,1320,"Soldiers","C1decentralized2Repub","becker 2019"
"5629",5629,"Soldiers",338,"Repub",300,600,2000,4486,"C","decentralized",1,2,"",300,2000,"Soldiers","C1decentralized2Repub","becker 2019"
"5630",5630,"Soldiers",337,"Repub",6500,3500,3300,4486,"C","decentralized",1,2,"",6500,3300,"Soldiers","C1decentralized2Repub","becker 2019"
"5631",5631,"Soldiers",324,"Repub",NA,3500,4500,4486,"C","decentralized",1,2,"",NA,4500,"Soldiers","C1decentralized2Repub","becker 2019"
"5632",5632,"Immigration",331,"Repub",22,5,-5,-27.8,"C","decentralized",1,2,"",22,-5,"Immigration","C1decentralized2Repub","becker 2019"
"5633",5633,"Soldiers",335,"Repub",8500,7856,6247,4486,"C","decentralized",1,2,"",8500,6247,"Soldiers","C1decentralized2Repub","becker 2019"
"5634",5634,"Immigration",323,"Repub",20,-5,-20,-27.8,"C","decentralized",1,2,"",20,-20,"Immigration","C1decentralized2Repub","becker 2019"
"5635",5635,"Unemployment",336,"Repub",-20,1.5,-1.5,-46,"C","decentralized",1,2,"",-20,-1.5,"Unemployment","C1decentralized2Repub","becker 2019"
"5636",5636,"Soldiers",348,"Repub",1000,4424,4450,4486,"C","decentralized",1,2,"",1000,4450,"Soldiers","C1decentralized2Repub","becker 2019"
"5637",5637,"Unemployment",344,"Repub",1.4,2,2,-46,"C","decentralized",1,2,"",1.4,2,"Unemployment","C1decentralized2Repub","becker 2019"
"5638",5638,"Immigration",322,"Repub",25,12,14,-27.8,"C","decentralized",1,2,"",25,14,"Immigration","C1decentralized2Repub","becker 2019"
"5639",5639,"Soldiers",344,"Repub",5000,6000,5500,4486,"C","decentralized",1,2,"",5000,5500,"Soldiers","C1decentralized2Repub","becker 2019"
"5640",5640,"Military",345,"Repub",8,9,9,15,"C","decentralized",1,2,"",8,9,"Military","C1decentralized2Repub","becker 2019"
"5641",5641,"Military",333,"Repub",25,25,25,15,"C","decentralized",1,2,"",25,25,"Military","C1decentralized2Repub","becker 2019"
"5642",5642,"Military",338,"Repub",20,10,20,15,"C","decentralized",1,2,"",20,20,"Military","C1decentralized2Repub","becker 2019"
"5643",5643,"Immigration",341,"Repub",10,15,10,-27.8,"C","decentralized",1,2,"",10,10,"Immigration","C1decentralized2Repub","becker 2019"
"5644",5644,"Unemployment",331,"Repub",-7,-4.8,-4.8,-46,"C","decentralized",1,2,"",-7,-4.8,"Unemployment","C1decentralized2Repub","becker 2019"
"5645",5645,"Soldiers",332,"Repub",15000,15000,15000,4486,"C","decentralized",1,2,"",15000,15000,"Soldiers","C1decentralized2Repub","becker 2019"
"5646",5646,"Soldiers",341,"Repub",2500,3000,3500,4486,"C","decentralized",1,2,"",2500,3500,"Soldiers","C1decentralized2Repub","becker 2019"
"5647",5647,"Soldiers",347,"Repub",100,1500,1500,4486,"C","decentralized",1,2,"",100,1500,"Soldiers","C1decentralized2Repub","becker 2019"
"5648",5648,"Immigration",334,"Repub",75,50,45,-27.8,"C","decentralized",1,2,"",75,45,"Immigration","C1decentralized2Repub","becker 2019"
"5649",5649,"Military",334,"Repub",18,22,22,15,"C","decentralized",1,2,"",18,22,"Military","C1decentralized2Repub","becker 2019"
"5650",5650,"Soldiers",334,"Repub",6000,1500,1750,4486,"C","decentralized",1,2,"",6000,1750,"Soldiers","C1decentralized2Repub","becker 2019"
"5651",5651,"Military",349,"Repub",60,60,30,15,"C","decentralized",1,2,"",60,30,"Military","C1decentralized2Repub","becker 2019"
"5652",5652,"Soldiers",349,"Repub",2000,4000,3000,4486,"C","decentralized",1,2,"",2000,3000,"Soldiers","C1decentralized2Repub","becker 2019"
"5653",5653,"Immigration",333,"Repub",40,30,25,-27.8,"C","decentralized",1,2,"",40,25,"Immigration","C1decentralized2Repub","becker 2019"
"5654",5654,"Immigration",345,"Repub",2,6,9,-27.8,"C","decentralized",1,2,"",2,9,"Immigration","C1decentralized2Repub","becker 2019"
"5655",5655,"Soldiers",333,"Repub",300,600,800,4486,"C","decentralized",1,2,"",300,800,"Soldiers","C1decentralized2Repub","becker 2019"
"5656",5656,"Unemployment",337,"Repub",10,-10,-8,-46,"C","decentralized",1,2,"",10,-8,"Unemployment","C1decentralized2Repub","becker 2019"
"5657",5657,"Military",332,"Repub",20,20,20,15,"C","decentralized",1,2,"",20,20,"Military","C1decentralized2Repub","becker 2019"
"5658",5658,"Immigration",335,"Repub",7,7,8,-27.8,"C","decentralized",1,2,"",7,8,"Immigration","C1decentralized2Repub","becker 2019"
"5659",5659,"Soldiers",316,"Repub",5000,2000,2500,4486,"C","decentralized",1,2,"",5000,2500,"Soldiers","C1decentralized2Repub","becker 2019"
"5660",5660,"Unemployment",325,"Repub",-3,2.5,-5,-46,"C","decentralized",1,2,"",-3,-5,"Unemployment","C1decentralized2Repub","becker 2019"
"5661",5661,"Immigration",325,"Repub",30,14,7,-27.8,"C","decentralized",1,2,"",30,7,"Immigration","C1decentralized2Repub","becker 2019"
"5662",5662,"Military",325,"Repub",14,14,16,15,"C","decentralized",1,2,"",14,16,"Military","C1decentralized2Repub","becker 2019"
"5663",5663,"Military",315,"Repub",10000,50,60,15,"C","decentralized",1,2,"1",10000,60,"Military","C1decentralized2Repub","becker 2019"
"5664",5664,"Unemployment",321,"Repub",-6,NA,NA,-46,"C","decentralized",1,2,"",-6,NA,"Unemployment","C1decentralized2Repub","becker 2019"
"5665",5665,"Military",321,"Repub",NA,NA,NA,15,"C","decentralized",1,2,"",NA,NA,"Military","C1decentralized2Repub","becker 2019"
"5666",5666,"Military",316,"Repub",35,20,20,15,"C","decentralized",1,2,"",35,20,"Military","C1decentralized2Repub","becker 2019"
"5667",5667,"Military",322,"Repub",34,27,28.75,15,"C","decentralized",1,2,"",34,28.75,"Military","C1decentralized2Repub","becker 2019"
"5668",5668,"Unemployment",324,"Repub",5,-3,-3,-46,"C","decentralized",1,2,"",5,-3,"Unemployment","C1decentralized2Repub","becker 2019"
"5669",5669,"Unemployment",341,"Repub",5,5,-5,-46,"C","decentralized",1,2,"",5,-5,"Unemployment","C1decentralized2Repub","becker 2019"
"5670",5670,"Military",324,"Repub",50,50,21,15,"C","decentralized",1,2,"",50,21,"Military","C1decentralized2Repub","becker 2019"
"5671",5671,"Immigration",337,"Repub",3,15,15,-27.8,"C","decentralized",1,2,"",3,15,"Immigration","C1decentralized2Repub","becker 2019"
"5672",5672,"Military",337,"Repub",33,31,31,15,"C","decentralized",1,2,"",33,31,"Military","C1decentralized2Repub","becker 2019"
"5673",5673,"Unemployment",323,"Repub",-3,2,4,-46,"C","decentralized",1,2,"",-3,4,"Unemployment","C1decentralized2Repub","becker 2019"
"5674",5674,"Unemployment",348,"Repub",10,-1,-0.6,-46,"C","decentralized",1,2,"",10,-0.6,"Unemployment","C1decentralized2Repub","becker 2019"
"5675",5675,"Immigration",348,"Repub",12,14,16,-27.8,"C","decentralized",1,2,"",12,16,"Immigration","C1decentralized2Repub","becker 2019"
"5676",5676,"Immigration",336,"Repub",50,40,40,-27.8,"C","decentralized",1,2,"",50,40,"Immigration","C1decentralized2Repub","becker 2019"
"5677",5677,"Military",336,"Repub",30,30,30,15,"C","decentralized",1,2,"",30,30,"Military","C1decentralized2Repub","becker 2019"
"5678",5678,"Soldiers",336,"Repub",8000,3500,3500,4486,"C","decentralized",1,2,"",8000,3500,"Soldiers","C1decentralized2Repub","becker 2019"
"5679",5679,"Soldiers",321,"Repub",NA,NA,NA,4486,"C","decentralized",1,2,"",NA,NA,"Soldiers","C1decentralized2Repub","becker 2019"
"5680",5680,"Immigration",320,"Repub",20,25,20,-27.8,"C","decentralized",1,2,"",20,20,"Immigration","C1decentralized2Repub","becker 2019"
"5681",5681,"Military",320,"Repub",40,54,50,15,"C","decentralized",1,2,"",40,50,"Military","C1decentralized2Repub","becker 2019"
"5682",5682,"Immigration",324,"Repub",2,4,4,-27.8,"C","decentralized",1,2,"",2,4,"Immigration","C1decentralized2Repub","becker 2019"
"5683",5683,"Soldiers",322,"Repub",3859,4500,3895,4486,"C","decentralized",1,2,"",3859,3895,"Soldiers","C1decentralized2Repub","becker 2019"
"5684",5684,"Unemployment",327,"Repub",-3,NA,-3,-46,"C","decentralized",1,2,"",-3,-3,"Unemployment","C1decentralized2Repub","becker 2019"
"5685",5685,"Immigration",327,"Repub",13,17,18,-27.8,"C","decentralized",1,2,"",13,18,"Immigration","C1decentralized2Repub","becker 2019"
"5686",5686,"Military",327,"Repub",19,18,18,15,"C","decentralized",1,2,"",19,18,"Military","C1decentralized2Repub","becker 2019"
"5687",5687,"Soldiers",327,"Repub",3000,4500,4500,4486,"C","decentralized",1,2,"",3000,4500,"Soldiers","C1decentralized2Repub","becker 2019"
"5688",5688,"Unemployment",328,"Repub",-5,-2,-2,-46,"C","decentralized",1,2,"",-5,-2,"Unemployment","C1decentralized2Repub","becker 2019"
"5689",5689,"Immigration",328,"Repub",15,2,1,-27.8,"C","decentralized",1,2,"",15,1,"Immigration","C1decentralized2Repub","becker 2019"
"5690",5690,"Military",328,"Repub",45,10,7,15,"C","decentralized",1,2,"",45,7,"Military","C1decentralized2Repub","becker 2019"
"5691",5691,"Soldiers",328,"Repub",5000,4000,4000,4486,"C","decentralized",1,2,"",5000,4000,"Soldiers","C1decentralized2Repub","becker 2019"
"5692",5692,"Unemployment",320,"Repub",10,15,7,-46,"C","decentralized",1,2,"",10,7,"Unemployment","C1decentralized2Repub","becker 2019"
